filename,concept,k,column,property,columnid,kind,sub_kind
88353875_0_4876234304797064286.tar.gz,Mountain,4,height in ft,http://dbpedia.org/ontology/maximumElevation,2,ratio-interval,other
88732174_0_7321365014357502211.tar.gz,BaseballPlayer,1,year  ,http://dbpedia.org/property/year,1,year,
88732174_0_7321365014357502211.tar.gz,BaseballPlayer,4,squad number,http://dbpedia.org/ontology/squadNumber,2,nominal,sequential
88732174_0_7321365014357502211.tar.gz,BaseballPlayer,0,war in respect to the team,,,ratio-interval,other
89511064_0_2199624509082573904.tar.gz,Country,0,iso number,,,nominal,random
90593344_0_8311455501234425088.tar.gz,Mountain,4,height/elevation ft,http://dbpedia.org/ontology/maximumElevation,3,ratio-interval,other
90593344_0_8311455501234425088.tar.gz,Mountain,0,elevation m,,,ratio-interval,other
90723763_0_874013697986950454.tar.gz,Company,0,rating,,,ordinal,
90723763_0_874013697986950454.tar.gz,Company,0,Company TCSR vs the industry (no idea what that means),,,,
91474256_0_964747655387573523.tar.gz,City,0,world rank,,,ordinal,
91474256_0_964747655387573523.tar.gz,City,4,city population   ,http://dbpedia.org/ontology/populationUrban,3,ratio-interval,count
91474256_0_964747655387573523.tar.gz,City,2,population metro,http://dbpedia.org/ontology/populationMetro,4,ratio-interval,count
91959037_0_7907661684242014480.tar.gz,VideoGame,10,reviews,http://dbpedia.org/property/ratings,3,ratio-interval,count
91959037_0_7907661684242014480.tar.gz,VideoGame,0,reviews average,,,ratio-interval,other
9206866_1_8114610355671172497.tar.gz,Country,0,gni,,,ratio-interval,other
9206866_1_8114610355671172497.tar.gz,Country,2,population,http://dbpedia.org/ontology/populationTotal,4,ratio-interval,count
92896255_0_4593968708343548527.tar.gz,Plant,0,number of seeds,,,ratio-interval,count
9475172_1_1023126399856690702.tar.gz,TelevisionShow,1,series,http://dbpedia.org/property/numSeries,2,nominal,random
9567241_0_5666388268510912770.tar.gz,Newspaper,0,No idea,,,,
97941125_0_8220652154649529701.tar.gz,Currency,1,iso number,http://dbpedia.org/property/isoNumber,3,nominal,random
9834884_0_3871985887467090123.tar.gz,Museum,0,"score, no idea what kind of score",,,,
98458255_0_5873264818593370400.tar.gz,AcademicJournal,0,embargo period in months,,,ratio-interval,count
99070098_0_2074872741302696997.tar.gz,Mountain,4,elevation,http://dbpedia.org/ontology/maximumElevation,2,ratio-interval,other
99070098_0_2074872741302696997.tar.gz,Mountain,0,"it is elevation , but in meters. Eventhough there was no elevation in the top 10, the first suggested property is prominence, which is similar to elevation, but counted differently.",,,ratio-interval,other
99070098_0_2074872741302696997.tar.gz,Mountain,0,no idea,,,,
99070098_0_2074872741302696997.tar.gz,Mountain,0,number of trips,,,ratio-interval,count
